Timestamp,Gross Load,Coal Flow
2023-09-01 00:00:00,0.7187119613833488,0.6205954490797251
2023-09-01 00:01:00,0.7204013585895185,0.61909962300137
2023-09-01 00:03:00,0.7151979806485936,0.6168073101105829
2023-09-01 00:04:00,0.7098594163852529,0.611954855542829
2023-09-01 00:05:00,0.7078996973370784,0.6071107081286959
2023-09-01 00:06:00,0.7148938749266915,0.607922424722766
2023-09-01 00:07:00,0.7165157043730667,0.6192323067050345
2023-09-01 00:08:00,0.7191174187449426,0.628709692133041
2023-09-01 00:12:00,0.7176307248181564,0.630066681060605
2023-09-01 00:13:00,0.7194215244668446,0.63211900951346
2023-09-01 00:14:00,0.7198607657083357,0.6357453128231761
2023-09-01 00:16:00,0.7218880525163046,0.6282804122778808
2023-09-01 00:17:00,0.7233747464430909,0.6272214809455049
2023-09-01 00:18:00,0.7247262540474613,0.6248715564059961
2023-09-01 00:19:00,0.7233747464430909,0.6213820134586657
2023-09-01 00:20:00,0.722225942118104,0.6183169814449725
2023-09-01 00:21:00,0.7219556202760992,0.6170566016372938
2023-09-01 00:23:00,0.7192525542645315,0.6142532449626535
2023-09-01 00:24:00,0.7174955892985674,0.6107290504161922
2023-09-01 00:25:00,0.7150290104462805,0.6075262581049552
2023-09-01 00:27:00,0.7119880548329136,0.6037972306872715
2023-09-01 00:28:00,0.7150627943261777,0.6111030646243478
2023-09-01 00:29:00,0.7195228761065364,0.623725784551048
2023-09-01 00:30:00,0.7208405998310095,0.6322884600637051
2023-09-01 00:31:00,0.7216177306742998,0.633386388867245
2023-09-01 00:32:00,0.7217529169967157,0.6309999282354228
2023-09-01 00:33:00,0.7223948615175901,0.6260927079882436
2023-09-01 00:34:00,0.7182727201418577,0.6197462733762726
2023-09-01 00:35:00,0.7137450706017047,0.6122859109982329
2023-09-01 00:39:00,0.7221583743583095,0.6155582757210436
2023-09-01 00:40:00,0.7200634689877191,0.6118780143718373
2023-09-01 00:41:00,0.7160088953717811,0.604336118819372
2023-09-01 00:42:00,0.7168873778547633,0.59857387709397
2023-09-01 00:45:00,0.7133396132401109,0.5981909019284365
2023-09-01 00:47:00,0.7071901342535825,0.5884921462400553
2023-09-01 00:48:00,0.707257702013377,0.5909005285272655
2023-09-01 00:49:00,0.7084402902182612,0.5991125344718031
2023-09-01 00:50:00,0.7120894572754322,0.6145969919027559
2023-09-01 00:51:00,0.716853593974866,0.6325762106349565
2023-09-01 00:52:00,0.7173266190962543,0.6409648205120237
2023-09-01 00:53:00,0.7165494882529639,0.632846885390432
2023-09-01 00:55:00,0.7074604560955874,0.6035873981402591
2023-09-01 00:57:00,0.7093187727012432,0.5955522268825183
2023-09-01 00:58:00,0.7114474619517308,0.5990747676900644
2023-09-01 00:59:00,0.7115150297115252,0.6000713953702849
2023-09-01 01:00:00,0.7103324415066411,0.6013711572395728
2023-09-01 01:01:00,0.7095215267834536,0.598853628183957
2023-09-01 01:02:00,0.7107041149883377,0.6001777730874837
2023-09-01 01:03:00,0.7155696541302902,0.6131452398894441
2023-09-01 01:04:00,0.716988729494455,0.6264255325596964
2023-09-01 01:05:00,0.7131030752780032,0.6261014766503987
2023-09-01 01:08:00,0.7102310898669494,0.6032531121251138
2023-09-01 01:09:00,0.712934155878517,0.6069158746090542
2023-09-01 01:11:00,0.7138464222413964,0.6200633297394638
2023-09-01 01:13:00,0.7098594163852529,0.6056647249720652
2023-09-01 01:14:00,0.7044870682420149,0.5980342966990679
2023-09-01 01:15:00,0.7010406552670542,0.5907652680676169
2023-09-01 01:16:00,0.7042167464000101,0.5897354502319581
2023-09-01 01:17:00,0.7073590536530687,0.5982275918569281
2023-09-01 01:19:00,0.7100283357847391,0.6113820849924886
2023-09-01 01:20:00,0.7099607680249446,0.6102245062108664
2023-09-01 01:21:00,0.7089470992195467,0.6096050079214094
2023-09-01 01:22:00,0.7099945519048418,0.6088216741022101
2023-09-01 01:23:00,0.7094201751437619,0.6069612562816119
2023-09-01 01:24:00,0.7139139900011908,0.6084539287183146
2023-09-01 01:26:00,0.7087443959401633,0.6050837626452377
2023-09-01 01:27:00,0.7078996973370784,0.6006441274615808
2023-09-01 01:28:00,0.7071901342535825,0.5974071066007027
2023-09-01 01:30:00,0.7113123264321418,0.6019587345220614
2023-09-01 01:33:00,0.7127989695561011,0.6201730149344931
2023-09-01 01:34:00,0.7104675770262301,0.6111847516349517
2023-09-01 01:36:00,0.708710612060266,0.5992658706823858
2023-09-01 01:38:00,0.705230415205408,0.595206556990189
2023-09-01 01:39:00,0.7073590536530687,0.5955666874832655
2023-09-01 01:40:00,0.7080686167365646,0.5988626276003794
2023-09-01 01:41:00,0.7078996973370784,0.601490726409049
2023-09-01 01:42:00,0.7029665904353315,0.5990729216559265
2023-09-01 01:43:00,0.7054669023646887,0.5993294434830111
2023-09-01 01:44:00,0.7056358725670018,0.6022947896532556
2023-09-01 01:45:00,0.7055345209273101,0.6025707717568776
2023-09-01 01:46:00,0.7077307271347653,0.602305135136237
2023-09-01 01:47:00,0.7052979829652025,0.5975243297684619
2023-09-01 01:48:00,0.7045208521219122,0.5936836557444775
2023-09-01 01:49:00,0.7044532843621176,0.5917296286094679
2023-09-01 01:51:00,0.69607376448541,0.5933296786985275
2023-09-01 01:52:00,0.6940126937975438,0.5926220322789838
2023-09-01 01:53:00,0.6941140454372355,0.5924712728243853
2023-09-01 01:55:00,0.6918840045470562,0.5974999467342234
2023-09-01 01:56:00,0.6858358772002197,0.5930367746153077
2023-09-01 01:57:00,0.684585721235541,0.5881458610030135
2023-09-01 01:58:00,0.6875253252092162,0.5897379885288977
2023-09-01 01:59:00,0.692863889472557,0.6036821612260066
2023-09-01 02:00:00,0.7009054689446383,0.628942830861045
2023-09-01 02:01:00,0.707122566493788,0.6503328284173573
2023-09-01 02:02:00,0.7107041149883377,0.6566034987115835
2023-09-01 02:03:00,0.7153331161681825,0.6482565784387981
2023-09-01 02:05:00,0.722969289081497,0.6233289641294799
2023-09-01 02:07:00,0.7167522423351743,0.6051579116831116
2023-09-01 02:08:00,0.7189484485426295,0.6001400063057449
2023-09-01 02:09:00,0.7138464222413964,0.5981798257236088
2023-09-01 02:10:00,0.7107716827481322,0.5930419281272761
2023-09-01 02:12:00,0.6950600956800121,0.5763117053255701
2023-09-01 02:13:00,0.692424597428239,0.5676328834984008
2023-09-01 02:14:00,0.6983038053755893,0.5765310757156286
2023-09-01 02:17:00,0.706683325252297,0.6289206399923452
2023-09-01 02:18:00,0.7076631593749708,0.6383596817529448
2023-09-01 02:19:00,0.7088795314597521,0.6365500298711398
2023-09-01 02:20:00,0.709453959023659,0.6287193838122651
2023-09-01 02:21:00,0.7118191354334273,0.6252116112778225
2023-09-01 02:22:00,0.7168873778547633,0.6298461568992103
2023-09-01 02:23:00,0.7157723574096736,0.6315218943879255
2023-09-01 02:26:00,0.7116501652311142,0.6103718812695453
2023-09-01 02:27:00,0.711177140109726,0.6013458511882652
2023-09-01 02:28:00,0.7102648737468467,0.5972166574121386
2023-09-01 02:30:00,0.709453959023659,0.5938857964825819
2023-09-01 02:31:00,0.7087781798200604,0.5935532026653964
2023-09-01 02:32:00,0.7078659134571812,0.5929798552293878
2023-09-01 02:33:00,0.7089470992195467,0.594264541153216
2023-09-01 02:36:00,0.7064805711700867,0.6230992097973954
2023-09-01 02:37:00,0.7046222037616039,0.6148727432521106
2023-09-01 02:38:00,0.7037099373987246,0.6090791958644528
2023-09-01 02:39:00,0.7006351979054604,0.6045155687211975
2023-09-01 02:40:00,0.6971212171707052,0.5988314757743017
2023-09-01 02:41:00,0.6967833275689059,0.5942580800337331
2023-09-01 02:43:00,0.6993850419407818,0.5920491078924651
2023-09-01 02:45:00,0.7045884198817066,0.6130222094059593
